id	page	class	headline	n_words	n_clauses	violation	body
R401	100	EVERGREEN	Two ROBOT SIGNS per ROBOT.	122	0		ROBOT SIGNS must be placed in at least two separate locations on the ROBOT. These locations must be on opposite or adjacent surfaces of the ROBOT, ≥90 degrees  apart. All ROBOT surfaces visible to FIELD STAFF can be used for placing ROBOT SIGNS including the  top of the ROBOT. The intent of this rule is for FIELD STAFF to easily view ROBOT SIGNS from at least  12 feet (3.66 meters) away before, during, and after the MATCH. ROBOT SIGNS must meet the  following criteria:  A.be made of a robust material,   B.minimally be 6.5 inches (16.5 cm) wide)  C.minimally be 2.5 inches (6.4 cm) tall (Figure 12-3) and  D.be supported by the structure/frame of the ROBOT.  Figure 12-3: Team Number ROBOT SIGN Sizing
R402	101	EVERGREEN	ROBOT SIGNS indicate your ALLIANCE.	140	0		Each ROBOT SIGN must contain a 6.5 in. by 2.5 in. (16.5 cm by 6.4 cm) rectangle with a solid red or blue opaque background to indicate their ALLIANCE color  (Figure 12-4), as assigned in the MATCH schedule at the event. Visible markings on ROBOT SIGNS  when installed on the ROBOT, other than the following, are prohibited:  A.those required per R403 B.solid white FIRST logos no larger than 1.5 in. (3.8 cm) in height (Figure 12-5),  C.small amounts of hook-and-loop tape, hard fasteners, or functional equivalents,  D.narrow areas of differing colors exposed at corners, folds, or cutouts,  E.dark narrow markings on background solely for template purposes,  F.cannot be powered or rely on power from any sources to illuminate/reveal ALLIANCE color  Figure 12-4: Minimum sized ALLIANCE rectangle  Figure 12-5: Legal team number display for team 117 playing on the red ALLIANCE
R403	102	EVERGREEN	Team number on ROBOT SIGNS,	112	0		Team numbers must be displayed and positioned on the ROBOT SIGN as shown in Figure 12-3, Figure 12-6, and Figure 12-7 and meet the following additional criteria:  A.consist of solid opaque white Arabic numbers (e.g., 1,2,3,4) nominally 2 inches (5.1 cm) tall,  B.there must be a minimum of 1/4" inches (6.4 mm) of background surrounding the numbers,  C.numbers may not be vertically stacked (Figure 12-7)  D.be made of robust materials  E.cannot be powered or rely on power from any sources to illuminate/reveal numbers  Figure 12-6: Legal number for team 21001 playing on the blue ALLIANCE  Figure 12-7: Team number orientation examples for team 1355 playing on the blue ALLIANCE  12.5Motors & Actuators
R501	104	EVERGREEN	Allowable motors.	165	0		The only allowed motor actuators are: Table 12-1: Motor allowances  Part Numbers  Motor Name Notes  Available  AndyMark NeveRest 12V DC  am-3104, am-3104b  AndyMark NeveRest Hex 12V DC am-3104c  goBILDA Yellow Jacket 520x Series 12V DC 5201-0002-0026, etc.  5201, 5202, 5203, and 5204 series Modern Robotics / MATRIX 12V DC 5000-0002-0001  REV Robotics HD Hex 12V DC  REV-41-1291  REV Robotics Core Hex 12V DC  REV-41-1300  Studica Robotics Maverick 12V DC 75001  TETRIX MAX 12V DC  739530, 39530  Discontinued  TETRIX MAX TorqueNADO 12V DC  W44260  VEX EDR 393  276-2177  Counts as a servo for R503 Factory installed vibration and autofocus motors resident in COTS computing devices (e.g., rumble motor  in a smartphone); can only be used as part of the device and cannot be removed and/or repurposed.  These motors do not count toward the limit in R503.  Motors integral to a COTS sensor (e.g., LIDAR, scanning sonar), provided the device is not modified  except to facilitate mounting. These motors do not count toward the limit in R503.
R502	104	EVERGREEN	Allowable servos	173	0		. Servo actuators must meet the requirements below. Servos must be compatible with the power regulation devices they are ultimately used with (per R505) and may include additional  servo position output interfaces (e.g., 4th Wire Position Feedback).  Table 12-2: Servo Requirements at 6V  Actuator  Mechanical  Example Servos (including, but not limited to)  Stall Current   Class Output Power  NOT COMPLETE LIST  AndyMark High-Torque Servos (am-4954)  Axon MAX+ Servo (Axon MAX+)  DSSERVO 35KG Coreless (DS3235MG)  Servo  ≤ 8 watts @6V  ≤ 4 amps @6V  FEETECH Digital Servo (FT5335M-FB) goBILDA Dual Mode Servo (2000-0025-0003)  REV Robotics Smart Servo (REV-41-1097)  Actuator  Mechanical  Example Servos (including, but not limited to)  Stall Current   Class Output Power  NOT COMPLETE LIST  Studica Multi-Mode Smart Servo (75002)  Actuonix Micro Linear Servo (P8-100-252-12-R)  Linear Servo  N/A  ≤ 1 amps @6V  Hitec Linear Servo (HLS12-3050-6V)  Studica Linear Servo RC Actuator (75014)  Servo mechanical output power is approximated by the following formula (using 6V data reported by  manufacturer):    Mechanical Output Power = 0.25 x (Stall Torque in N-m) x (No Load Speed in rad/s)   •
R503	105	EVERGREEN	ROBOTS are limited to a total of 8 motors and 12 servos.	47	0		A ROBOT may not have more than 8 motors and 12 servos from the allowable actuator lists per R501 and R502 for all MECHANISMS used in all  configurations, with the following exceptions:  A.The VEX EDR 393 (276-2177) motor is counted as a servo instead of a motor.
R504	106	EVERGREEN	Do not modify actuators unless explicitly allowed.	159	0		The integral mechanical and electrical system of any motor or servo must not be modified. Motors and servos used on the ROBOT shall not be modified  in any way, except as follows:  A.the mounting brackets and/or output shaft/interface (including pinion gears) may be modified  to facilitate the physical connection of the motor to the ROBOT and actuated part,  B.the electrical leads may be trimmed to length as necessary and connectors or splices to  additional wiring may be added (per R503), and purely electrical enclosures can be substituted  with functionally equivalent replacements,  C.servos may be modified as specified by the manufacturer (e.g., re-programming or modification  for continuous rotation),  D.minimal labeling may be applied to indicate device purpose, connectivity, functional  performance, etc. as long as the team applied label does not obstruct the markings used to  identify the device,  E.insulation may be applied to electrical terminals,  F.repairs, provided the original performance and specifications are unchanged, and   G.maintenance recommended by the manufacturer.
R505	106	EVERGREEN	All actuators must be powered from approved devices.	144	0		With the exception of servos, fans, or motors integral to sensors of COTS computing devices permitted in R501, each actuator must be controlled by  a power regulating device. The only power regulating devices for actuators permitted on the ROBOT  are:   Table 12-3: Power Regulators and Limits  Power Regulating Device  Part Number  Load Limit per Device  REV Control Hub or  REV-31-1153 /  2 Motors per Port  Expansion Hub Motor Ports  REV-31-1595  REV Control Hub or  REV-31-1153 /  2 Servos per Port  Expansion Hub Servo Ports  REV-31-1595  2 Servos per Port OR  REV Servo Power Module  REV-11-1144  2 VEX Motor Controller 29   (one per port)  REV Robotics Servo Hub  REV-11-1855  2 Servos per Port  REV SPARKmini  REV-31-1230  2 Motors per Device  Studica Servo Power Block  75005  2 Servos per Port  1 VEX EDR 323 Motor   VEX Motor Controller 29  276-2193  (Counts as a Servo per R503)
R506	106	EVERGREEN	No relays or alternative electrical actuation.	62	0		The application of electromechanical actuation through the use of additional relays, electromagnets, electrical solenoid actuators, or related systems is  prohibited. In addition, the use of relays and electromagnets is also prohibited.  12.6Power Distribution  In order to maintain safety, the rules in this section apply at all times while at the event, not just while the  ROBOT is on the FIELD for MATCHES.
R601	107	EVERGREEN	Battery limit - everyone has the same main ROBOT power.	133	0		The only legal source of electrical energy for the ROBOT control system and actuation during the competition, the ROBOT battery, must be 1 and  only 1 approved 12V NiMH main battery. The ROBOT main battery must have a COTS equivalent in-line  20A ATM mini blade fuse installed. Installed connectors may be replaced with other popular  connectors such as Anderson Powerpole, XT30, or any connector with a comparable power rating. The  only allowed ROBOT main power battery packs are:  Table 12-4: Legal ROBOT Main Power Battery Packs  Battery Pack  Part Number  Notes  AndyMark Flat Pack Battery DC 12V  am-5290  goBILDA 12V NiMH Nested Battery   3100-0012-0020 May be labeled as  Matrix 12V 3000mAh NiMH  14-0014 "Modern Robotics" REV 12V Slim Battery  REV-31-1302  Studica 12V 3000mAh NiMH  70025 TETRIX MAX 12V 3000mAh NiMH  W39057  Formerly 739023
R602	107	EVERGREEN	Other batteries are only allowed for peripheral devices and LEDs only.	113	0		COTS USB battery packs with a capacity of 100Wh or less (27,000mAh at 3.7V), with 5V/5A max output or 12V/5A max output using  USB-PD per port, and batteries integral to a self-contained camera (e.g., GoPro style camera) may be  used provided they are:  A.connected only using unmodified COTS cables,   B.charged according to manufacturer recommendations,   C.securely fastened to the ROBOT,  D.not supplement power to any of the ROBOT actuators, and  E.not used by any devices receiving control signals from the ROBOT control system (i.e., COTS  USB battery packs must remain electrically isolated from the ROBOT power systems.)  Exceptions to part E of this rule are:  i. powered USB Hubs, and  ii. ROBOT CONTROLLER smartphones
R603	108	EVERGREEN	Charge batteries with safe connectors.	16	0		Any battery charger used to charge a ROBOT battery must have a corresponding polarized connector installed.
R604	108	EVERGREEN	Charge batteries at a safe rate.	29	0		Any battery charger used to charge a ROBOT battery may not be used such that it exceeds a 3-amp average charge current. Follow all manufacturer recommendations when  charging batteries.
R605	108	EVERGREEN	Batteries are not ballast.	25	0		No batteries other than those allowed per R601 and R602 are allowed on the ROBOT, whether or not they are being used to supply power.
R606	108	EVERGREEN	Batteries should be securely mounted.	48	0		The ROBOT battery must be secured such that it will not dislodge during vigorous ROBOT interaction including if the ROBOT is turned over or placed in any  arbitrary orientation. Batteries must be mounted such that they are protected from direct contact with  other ROBOTS or any sharp edges.
R607	108	EVERGREEN	Electrical connections should be robust and must be insulated.	50	0		All electrical paths may include intermediate elements such as COTS connectors (Anderson Powerpole, XT30, and similar crimp or  quick-connect style connectors), splices, COTS flexible/rolling/sliding contacts, and COTS slip rings, as  long as the entire electrical pathway is via appropriately gauged/rated elements and all connections are  protected from accidental electrical shorts
R608	108	EVERGREEN	Limit non-battery energy.	53	0		Non-electrical sources of energy used by the ROBOT (i.e., stored at the start of a MATCH) shall come only from the following sources:  A.a change in the altitude of the ROBOT center of gravity, or  B.storage achieved by deformation of ROBOT parts including, but not limited to, springs, rubber  bands, surgical tubing, etc.
R609	108	EVERGREEN	Connect the ROBOT battery safely though the Main Power Switch.	160	0		Exactly one main power switch must control all power provided by the ROBOT battery pack to all power regulating devices on the  ROBOT such that all the following conditions are met:    A.must be one of the following approved power switches:    Table 12-5: Legal Power Switches  Power Switch  Part Number  AndyMark FTC Power Switch w/ Bracket  am-4969  REV Switch Cable and Bracket  REV-31-1387  Studica On/Off Power Switch Kit  70182  Power Switch  Part Number  TETRIX R/C Switch Kit  W39129  B.must be mounted or located where it is accessible to the team and FIELD STAFF   C.a "Main Power Switch" label no smaller than 1 in. x 2.5 in. (2.5 cm x 6.4 cm)  must be placed  near the switch on a flat surface.  Figure 12-8: example Main Power Switch label  D.secondary power switches can be used on the 12V line downstream of the main power switch  provided they are clearly labeled as "secondary switch" and must still be one of the approved  switches.
R610	109	EVERGREEN	Fuse ratings should not be altered.	60	0		Fuses must not be replaced with fuses of higher rating than originally installed or according to manufacturer's specifications; fuses may not be shorted out. Fuses  must not exceed the rating of those closer to the battery. If necessary, a fuse may be replaced with a  smaller rating. Replaceable fuses must be single use only; self-resetting fuses (breakers) are not  allowed.
R611	109	EVERGREEN	The ROBOT frame is not a wire.	126	0		All wiring and electrical devices shall be electrically isolated from the ROBOT frame. The ROBOT frame must not be used to carry electrical current. Electrically grounding the  control system electronics to the frame of the ROBOT is only permitted such that all of the following  conditions are met:  A.straps/cables used must be from the following approved parts:   Table 12-6: Legal ROBOT Grounding Straps  Grounding Strap  Part Number  AndyMark Resistive Grounding Strap  am-4648a  REV Resistive Grounding Strap  REV-31-1269  Swyft Grounding Cable  SR-Ground-01  B.the strap/cable must directly connect to a fully COTS COMPONENT with an XT30 connector,  and also must connect directly to the frame of the ROBOT (via the resistive terminal).  C.no ROBOT COMPONENTS or MECHANISMS are designed to electrically ground the ROBOT  frame to the FIELD.
R612	110	EVERGREEN	Electrical system must be inspectable.	16	0		All power regulating devices (per R505), associated wiring, and all fuses must be visible for inspection.
R613	110	EVERGREEN	No high voltage allowed except for LEDs.	48	0		Any active electrical item that is not an actuator (specified in R501) or power regulation device (specified in R505) is considered a CUSTOM CIRCUIT. CUSTOM  CIRCUITS shall not provide regulated output voltages exceeding 5V, except if solely used for powering  LEDs, but may pass through unregulated battery voltage.
R614	110	EVERGREEN	Energize Power Regulating Devices as specified.	158	0		All power regulating devices (R505) must be powered per the manufacturer's instructions and the following table must be true:   Table 12-7: Power Regulation Device Power Requirements  Power Regulating Device  Part Number  Method of Powering  REV Control Hub /  REV-31-1153 /  Only powered using the XT30 connectors on the  device by the ROBOT main battery  REV Expansion Hub   REV-31-1595  Only powered using the screw terminals and must  REV Servo Power Module  REV-11-1144  only be powered by the ROBOT main battery  Only powered using the power terminals and must  REV Robotics Servo Hub  REV-11-1855  only be powered by the ROBOT main battery  Power Regulating Device  Part Number  Method of Powering  Only powered by the Power input and must only  REV SPARKmini  REV-31-1230  be powered by the ROBOT main battery  Only powered by JST-VH power connector, and  Studica Servo Power Block  75005  must only be powered by the ROBOT main battery  VEX Motor Controller 29  276-2193  Only powered via servo connector
R615	111	EVERGREEN	Use appropriately sized wire.	147	0		All circuits shall be wired with appropriately sized insulated copper wire (SIGNAL LEVEL cables do not have to be copper):  Table 12-8: Wire sizing requirements  Application  Minimum Wire Size  12V Main Battery Power  18 AWG  Motor Power (unless otherwise listed)  (19 SWG or 1 mm2)  11-20A fuse protected circuit  Motor Power - TETRIX MAX 12V DC Motors, REV  Robotics Core Hex (REV-14-1300)  22 AWG  PWM / Servo  (22 SWG or 0.5 mm2)  LEDs (5V / 12V)  ≤10A fuse protected circuit  SIGNAL LEVEL circuits (i.e., circuits which draw ≤1A  28 AWG  continuous and have a source incapable of delivering  >1A, including but not limited to: I2C, DIO, Analog,  (29 SWG or .08 mm2)  encoder and RS485 connections)  Integrated wires originally attached to legal COTS devices or wires included/sold by the manufacturer  are considered part of the device and by default legal. Such wires are exempt from this rule.
R616	111	EVERGREEN	Use specified wire colors.	73	0		All non-SIGNAL LEVEL wiring with a constant polarity (i.e., except for outputs of motor controllers, or sensors) must use standard color-coding with different colors used for  the positive (red, yellow, white, brown, or black with white stripe) and negative/common (black, blue)  wires. Integrated wires originally attached to legal COTS devices or wires included/sold by the  manufacturer are considered part of the device and by default legal. Such wires are exempt from this  rule.
R617	111	EVERGREEN	Powered USB hubs must draw energy from approved sources.	40	0		Powered USB hubs used on the ROBOT can only be powered through one of the following ways:   A.an approved COTS USB battery Pack per R602, or  B.the 5V auxiliary power port on the REV Expansion Hub or REV Control Hub
R618	112	EVERGREEN	Do not modify critical power paths.	43	0		CUSTOM CIRCUITS shall not directly alter the power or control pathways between:   A.the ROBOT battery and main power switch,   B.the main power switch and a power regulating device (per R609),   C.any two power regulating devices (per R613), or   D.power regulating devices and actuators.
R619	112	EVERGREEN	Do not mix and match power on or between power regulation devices.	160	0		The following rules must be adhered to when using power on any power regulation device (per R505):  A.other than power used to energize the power regulation device (per R614) no power originating  outside the power regulation device may be used on or with devices connected to the power  regulation device. The only exceptions are connections intended for communication between  devices (RS485/USB/PWM/etc.).  B.power originating from ports/connectors on power regulation devices may only be used for  devices directly connected to that port/connector. The only exception to this is +5V power from  the +5V power port on the REV Control Hub or REV Expansion Hub may be used in conjunction  with any Analog, Digital, or I2C port on that device. In addition, the +5V power port may be used  to power external devices.  C.6V power provided by the REV Servo Power Module, REV Robotics Servo Hub, or Studica Servo  Power Block may only be used for powering servos.  12.7Control, Command & Signals System
R701	113	EVERGREEN	Control the ROBOT with a single ROBOT CONTROLLER.	64	0		ROBOTS must be controlled via 1 programmable ROBOT CONTROLLER. The ROBOT CONTROLLER is the only source of control for the  ROBOT actuators and must be comprised of:    A.REV Control Hub (REV-31-1595), or  B.an allowed smartphone Android device connected to a REV Expansion Hub (REV-31-1153)   In addition to A or B, a ROBOT may also contain:  C.no more than one additional REV Expansion Hub (REV-31-1153)
R702	113	EVERGREEN	Teams may not alter coprocessor software.	35	0		Modifying software on coprocessors, unless explicitly permitted in this rule or rule R703, is not allowed by teams. Firmware updates in binary form provided  by the manufacturer may be applied as directed by the manufacturer.
R703	113	EVERGREEN	Some vision coprocessors can be programmed.	36	0		Programmable vision coprocessors that are natively supported by the FTC SDK may be programmed. The programmable vision coprocessors that are  supported are:  Table 12-9: Supported programmable vision coprocessors  Device  Part Number  Limelight Vision Limelight 3A LL_3A
R704	114	EVERGREEN	Use only legal Android smartphone devices.	68	0		Android smartphone devices, if used, must minimally be running the Android 7 (Nougat) operating system. The following table lists the legal Android  smartphones:   Table 12-10: Legal Android Smartphones  Phone  Notes  Motorola Moto G4 Play  Sometimes noted as "4th Generation"  Motorola Moto G5  Motorola Moto G5 Plus  USA versions only, includes SKUs  Motorola Moto E4  XT1765, XT1765PP, XT1766, and XT1767  Motorola Moto E5  XT1920  Motorola Moto E5 Play  XT1921
R705	114	EVERGREEN	Smartphone android devices used as a ROBOT CONTROLLER must connect to the REV Expansion	61	0		[headline] Hub using USB. If used as a ROBOT CONTROLLER, the smartphone android device must be connected  via its integrated micro-USB port to a REV Expansion Hub either:  A.a mini-USB to OTG Micro Cable, or  B.any combination of Mini USB Cable, a USB Hub (powered or unpowered) and an OTG Micro  adaptor (the hub can be integrated into the USB Hub).
R706	114	EVERGREEN	Bandwidth is restricted.	106	0		While in the ARENA and MATCH queue devices on the ROBOT network are limited to only the ROBOT CONTROLLER device and the DRIVER STATION device, and communication  between the ROBOT CONTROLLER and the DRIVER STATION device is limited to ROBOT command  data from the DRIVER STATION app, debugging data and telemetry from the ROBOT CONTROLLER app  to the DRIVER STATION app, and single frame images used during ROBOT set-up pre-MATCH. When  not in the ARENA or MATCH queue, additional devices (including, but not limited to, programming  computers) may also communicate on the ROBOT network and teams must be careful to limit Wi-Fi  streaming bandwidth between devices.
R707	115	EVERGREEN	Configure devices for your team number.	60	0		The ROBOT CONTROLLER, DRIVER STATION, and any spares used must be configured/named to correspond to the correct team number as follows:  A.ROBOT CONTROLLER should be named <team number>-RC (e.g., 12345-RC)  B.DRIVER STATION should be named <team number>-DS (e.g., 12345-DS)  C.If a spare ROBOT CONTROLLER or DRIVER STATION is configured, a letter designator may be  added <team number>-<letter>-RC/DS (e.g., 12345-A-DS, 12345-B-DS)
R708	115	EVERGREEN	Do not interfere with the ROBOT networks.	42	0		During a MATCH, all communications signals must originate from only the ROBOT CONTROLLER device or the DRIVER STATION device using the ROBOT  CONTROLLER Wi-Fi network. No other devices may attempt to connect to, interfere with, or alter the  ROBOT CONTROLLER Wi-Fi network.
R709	115	EVERGREEN	No other wireless allowed.	23	0		No form of wireless communication shall be used to communicate to, from, or within the ROBOT, except those specified per R706 and R708.
R710	115	EVERGREEN	Use assigned Wi-Fi bands and/or channels if requested.	61	0		Teams may be asked by the Event Director to use a specific Wi-Fi frequency band or channel on the day of competition. If requested, teams are  required to do so. Teams may work with the FTA or wireless technical advisor (WTA) to find an  alternate frequency band or channel if the suggested band/channel is deemed problematic by the FTA  or WTA.
R711	115	EVERGREEN	ROBOT CONTROLLER must be visible for inspection.	25	0		The ROBOT CONTROLLER device must be mounted on the ROBOT such that the diagnostic lights, or device screen if applicable, can be visible for  inspection.
R712	116	EVERGREEN	Only specified modifications to core control system devices permitted.	218	0		The DRIVER STATION device and software, Android-based ROBOT CONTROLLER device, main and secondary power switch(es),  power regulation devices, fuses, and batteries shall not be tampered with, modified, or adjusted in any  way (tampering includes drilling, cutting, machining, rewiring, disassembling, painting, removing  enclosures and replacing with custom enclosures, etc.), with the following exceptions:  A.wires, cables, and signal lines may be connected via the standard connection points provided on  the devices,  B.fasteners (including adhesives) may be used to attach devices to the OPERATOR CONSOLE or  ROBOT or to secure cables to the device,  C.thermal interface material may be used to improve heat conduction,  D.labeling may be applied to indicate device identification, purpose, connectivity, functional  performance, etc. as long as they do not cover labels or markings used to identify the product,  E.jumpers may be changed from their default location,  F.jumpers or switches may be moved to configure devices per the manufacturer's manual,  G.device firmware may be updated with manufacturer supplied firmware,  H.integral wires on motor controllers and batteries may be cut, stripped, and/or connectorized,  I. devices may be repaired, provided the performance and specifications of the device after the  repair are identical to those before the repair,   J.add insulating material to exposed conductors,   K.tape may be applied for debris protection, and  L.Power switch mounting brackets can be modified or replaced
R713	116	EVERGREEN	Always keep control system device software up to date.	236	0		The following table lists the recommended software versions for each core control electronics module, and a link on how to update this software.  Note that some devices have multiple pieces of software that may need to be updated each season,  and not all software is available prior to kickoff each season. Check the FIRST Tech Challenge Blog for  release announcements.   Regardless of the versions selected, it is highly recommended that the installed ROBOT CONTROLLER  App and DRIVER STATION App versions match major and minor values to ensure compatibility as not  all software versions are compatible with each other.  Table 12-11: Recommended Software for Control System Devices  Software and Minimum  Device How to Update  Recommended Versions Control Hub OS   REV Control Hub (REV-31-1595)  Updating the Control Hub OS Recommended: 1.1.2  Hub Firmware   REV Control Hub (REV-31-1595)  Updating the Hub Firmware Recommended: 1.8.2  ROBOT CONTROLLER App   REV Control Hub (REV-31-1595)  Updating the ROBOT CONTROLLER App Recommended: 10.0  Hub Firmware   REV Expansion Hub (REV-31-1153)  Updating the Hub Firmware Recommended: 1.8.2  Android Smartphone  ROBOT CONTROLLER App   Updating the ROBOT CONTROLLER App (ROBOT CONTROLLER device)  Recommended: 10.0  Android Smartphone  DRIVER STATION App   Updating the DRIVER STATION App (DRIVER STATION device)  Recommended: 10.0  Driver Hub OS   REV Driver Hub (REV-31-1596)  Updating the Driver Hub OS Recommended: 1.2.0  DRIVER STATION App   REV Driver Hub (REV-31-1596)  Updating the DRIVER STATION App Recommended: 10.0  REV Servo Hub Firmware  REV Servo Hub (REV-11-1855)  N/A  Recommended: N/A
R714	117	EVERGREEN	USB is for vision.	28	0		Only the following devices may be connected to the ROBOT control system using USB:  A.webcams and optical vision sensors per R715,  B.USB hub, and  C.a REV Expansion Hub
R715	117	EVERGREEN	Use only supported USB vision.	45	0		Only single image sensor vision devices that are natively supported by the ROBOT CONTROLLER app are allowed to connect to USB (stereoscopic cameras are not allowed).  This includes the following:  A.all UVC compatible USB webcams (Logitech C270, and related), and  B.Vision coprocessors allowed per R703.
R716	118	EVERGREEN	Recording devices are okay.	25	0		Self-contained video recording devices (GoPro or similar) are allowed providing they are used only for non-functional post-MATCH viewing and the wireless capability is  turned off.
R717	118	EVERGREEN	Lasers must be safe.	33	0		Lasers are not allowed unless they meet all of the following criteria: A.must be part of a sensor,  B.must be rated as IEC/EN 60825-1" Class I" or IEC/EN 62471 "Exempt," and  C.non-visible spectrum
R718	118	EVERGREEN	Configure Android devices appropriately.	111	0		ROBOT CONTROLLER and DRIVER STATION Android devices (smartphones, REV Control Hub, REV Driver Hub) must additionally be configured in the  following ways:  A.REV Control Hub users must change the Wi-Fi password to a non-default password,  B.smartphone users must enable Airplane Mode,  C.on ROBOT CONTROLLER and DRIVER STATION Android devices, Wi-Fi must be enabled and  Bluetooth must be disabled,   D.on smartphones and REV Driver Hub, remove all remembered Wi-Fi Direct Groups and Wi-Fi  connections, leaving only the ROBOT CONTROLLER Wi-Fi connection.  12.8Pneumatic Systems  In order to maintain safety, the rules in this section apply at all times while at the event, not just while the  ROBOT is on the FIELD for MATCHES.
R801	118	EVERGREEN	No Pneumatics.	20	0		No closed air systems are allowed on FIRST Tech Challenge ROBOTS except for those explicitly listed in R207.  12.9OPERATOR CONSOLE
R901	118	EVERGREEN	Use only a specified DRIVER STATION device.	52	0		The OPERATOR CONSOLE may only have one approved android-based DRIVER STATION device connected and powered on. The OPERATOR  CONSOLE must have at least one of the following:   A.REV Driver Hub (REV-31-1596) or  B.Approved Android Device from rule R704 with one OTG cable and COTS USB cable to connect  the required gamepad controller(s).
R902	118	EVERGREEN	The OPERATOR CONSOLE must make the touch screen accessible.	79	0		The OPERATOR CONSOLE, the set of COMPONENTS and MECHANISMS used by the DRIVE TEAM to relay commands to the ROBOT,  must make the touch screen of the DRIVER STATION device accessible. The DRIVER STATION device  must be positioned within the OPERATOR CONSOLE so that the screen display can be clearly seen  during inspection and in a MATCH. The DRIVER STATION device touch screen must be functional  without the requirement of additional aides (e.g., mouse) in order to be used.
R903	119	EVERGREEN	Options for portable power to the DRIVER STATION device are limited.	73	0		The DRIVER STATION device can be charged onboard the OPERATOR CONSOLE using one (1) COTS USB external battery as long as  the following requirements are met:  A.COTS USB battery adheres to capacity limits in R602 and usage in R602-A and R602-B B.DRIVER STATION device is connected to the COTS USB external battery through the built-in  USB-C port on the REV Driver Hub or through a USB Hub connected to the smartphone Android  Device.
R904	119	EVERGREEN	Only limited gamepads are supported	118	0		. The OPERATOR CONSOLE may have no more than two (2) electrically unmodified gamepads in any combination from the following list connected to the DRIVER  STATION at any time:   Table 12-12: Allowed Gamepads on OPERATOR CONSOLE  Gamepad  Part Number  Notes  Logitech F310 gamepad  940-00010  Xbox 360 Controller for Windows  52A-00004  Operating in wired mode only (i.e., connected  Sony DualShock 4 Wireless  N/A  through USB cable without being Bluetooth  Controller for PS4  paired to any device)  Sony DualSense Wireless  This DOES NOT include the Sony DualSense  N/A Controller for PS5  Edge Wireless Controller in any configuration  Etpark Wired Controller for PS4  REV-39-1865  REV Robotics USB PS4  REV-31-2983 Compatible Gamepad  Quadstick game controller in  any model Xbox 360 Emulation Mode
R905	120	EVERGREEN	OPERATOR CONSOLE physical requirements.	54	0		The OPERATOR CONSOLE must not A.include more than one (1) connected external USB hub,  B.contain any non-decorative electronics not otherwise required, or  C.exceed a volume of 3ft wide, 1ft deep and 2 ft tall (91.4cm by 30.5cm by 61.0 cm) excluding any  items that are held or worn by the DRIVERS during the MATCH
R906	120	EVERGREEN	ROBOT application wireless communication only.	46	0		Other than the connection controlled by the ROBOT CONTROLLER app running on the ROBOT and the DRIVER STATION app running on the DRIVER  STATION device, no other form of wireless communications shall be used to communicate to, from, or  within the OPERATOR CONSOLE during a MATCH.
R907	120	EVERGREEN	No unsafe OPERATOR CONSOLES.	123	0		OPERATOR CONSOLES shall not be made using hazardous materials, be unsafe, cause damage, cause an unsafe condition, distract, or interfere with other DRIVE  TEAMS or the operation of other ROBOTS.  13Tournament (T)  13.1Overview  Each FIRST Tech Challenge competition is played in a head-to-head tournament format. Each tournament may  consist of qualification MATCHES and playoff MATCHES.  Qualification MATCHES allow each team to earn MATCH points and RANKING POINTS which determine their  seeding position and may qualify them for participation in the playoff MATCHES.  Playoff MATCHES determine the event winning ALLIANCE.  These rules apply to all event types described in section 4 Advancement.  Additional rules may apply to  League Meets and League Tournaments as covered by section 14 League Play Tournaments (L).  13.2General Tournament Rules
T201	121	EVERGREEN	The Head REFEREE has ultimate and final authority regarding gameplay during the event.	119	0		The Head REFEREE may receive input from additional sources, e.g., FIRST personnel, FTA, Event Director,  Program Delivery Partner, and other event staff. The Head REFEREE rulings are final. No event staff,  including the Head REFEREE, will review video, photos, artistic renderings, etc. of any MATCH, from any  source, under any circumstances.  A.When issuing a RED CARD or YELLOW CARD the Head REFEREE must record the rule violation.  B.Event Directors and Program Delivery Partners may not overrule a Head REFEREE decision.  C.FIRST Code of Conduct and Egregious violations may involve escalation beyond the Head  REFEREE'S initial ruling.  D.Every qualification and playoff MATCH must be observed by a certified Head REFEREE. Head  REFEREES may only watch one MATCH at a time.
T202	121	EVERGREEN	Only REFEREES can declare a ROBOT DISABLED.	68	0		A ROBOT is only considered DISABLED once a REFEREE has declared the ROBOT DISABLED during a MATCH. A ROBOT may be DISABLED as a  consequence of a rule violation or due to a ROBOT failure. If a REFEREE DISABLES a ROBOT as a  consequence for a rule violation, the REFEREE may instruct the team to drive the ROBOT to a specific  neutral position on the FIELD before DISABLING.
T203	121	EVERGREEN	The Event Director has ultimate authority regarding all non-gameplay decisions during an event.	92	0		The Competition Manual is intended to provide a set of rules for the competition including gameplay and  judging but it is not an exhaustive compilation of guidelines for running a FIRST Tech Challenge event.   Issues outside of specific gameplay rules which are under the authority of the Head REFEREE per T201 are at the discretion of the Event Director such as, but not limited to:  A.venue access as published via the public schedule  B.pit sizes and utility access  C.health and safety  D.team registration and competition eligibility  E.team conduct away from the fields
T204	122	EVERGREEN	All competition FIELDS at an event must be consistent with each other.	51	0		Events which have multiple competition FIELDS (as indicated by the MATCH schedule Figure 13-1) will be consistent with each  other. Examples of set-up which must be considered includes but is not limited to:  A.elevation of the FIELD off the floor  B.FIELD display monitors  C.FIELD perimeter type  D.FIELD TILE size and type
